"Email Address:","Email Address:"
"Email templates","Email templates"
"Email to a Friend","Email to a Friend"
"Email:","Email:"
"Empty","Empty"
"Enabled","Enabled"
"Entity collection is expected","Entity collection is expected"
"Error during retrieval of option value: %s","Error during retrieval of option value: %s"
"Error while adding customers for %s alert. Message: %s","Error while adding customers for %s alert. Message: %s"
"Error while deleting this set.","Error while deleting this set."
"Error while saving this group. Group with the same name already exists.","Error while saving this group. Group with the same name already exists."
"Error while saving this group. Please try again later.","Error while saving this group. Please try again later."
"Error while saving this set. Set with the same name already exists.","Error while saving this set. Set with the same name already exists."
"Failed","Failed"
"Feature Products","Feature Products"
"Filter model name must be declared","Filter model name must be declared"
"Filter must be as object. Set correct filter please","Filter must be as object. Set correct filter please"
"Filterable (no results)","Filterable (no results)"
"Filterable (with results)","Filterable (with results)"
"Filters must be as array","Filters must be as array"
"First Name","First Name"
"Fixed","Fixed"
"Fixed Price","Fixed Price"
"Frontend","Frontend"
"Frontend Model","Frontend Model"
"Frontend Properties","Frontend Properties"
"General Information","General Information"
"Global","Global"
"Globally Editable","Globally Editable"
"Go to Home Page","Go to Home Page"
"Grid","Grid"
"Groups","Groups"
"Home","Home"
"ID","ID"
"If you do not specify an option value for a store then the default value will be used.","If you do not specify an option value for a store then the default value will be used."
"Image","Image"
"Images Configuration","Images Configuration"
"In Stock","In Stock"
"Input Validation for Store Owner","Input Validation for Store Owner"
"Integer","Integer"
"Integer Number","Integer Number"
"Invalid Attribute Requested","Invalid Attribute Requested"
"Invalid attribute option specified for attribute %s (%s), skipping the record","Invalid attribute option specified for attribute %s (%s), skipping the record"
"Invalid attribute set specified, skipping the record","Invalid attribute set specified, skipping the record"
"Invalid block: %s","Invalid block: %s"
"Invalid option id specified for %s (%s), skipping the record","Invalid option id specified for %s (%s), skipping the record"
"Invalid product type specified, skipping the record","Invalid product type specified, skipping the record"
"Invalid store specified, skipping the record","Invalid store specified, skipping the record"
"Inventory","Inventory"
"Items %s to %s of %s total","Items %s to %s of %s total"
"Items that you don't want to show in the catalog or search results should have status 'Disabled' in the desired store.","Items that you don't want to show in the catalog or search results should have status 'Disabled' in the desired store."
"Kamper state-of-art Extra Comfort runners","Kamper state-of-art Extra Comfort runners"
"Last Alert Sent","Last Alert Sent"
"Last Name","Last Name"
"Learn More","Learn More"
"Letters","Letters"
"Letters(a-z) or Numbers(0-9)","Letters(a-z) or Numbers(0-9)"
"Limit Sending By","Limit Sending By"
"Link to a friend was sent.","Link to a friend was sent."
"List","List"
"List Mode","List Mode"
"Manage Attribute Sets","Manage Attribute Sets"
"Manage Attributes","Manage Attributes"
"Manage Catalog Categories","Manage Catalog Categories"
"Manage Categories","Manage Categories"
"Manage Label / Options","Manage Label / Options"
"Manage Options (values of your attribute)","Manage Options (values of your attribute)"
"Manage Product Attributes","Manage Product Attributes"
"Manage Product Sets","Manage Product Sets"
"Manage Products","Manage Products"
"Manage Ratings","Manage Ratings"
"Manage Titles (Size, Color, etc.)","Manage Titles (Size, Color, etc.)"
"Max Products Sent in 1 Hour","Max Products Sent in 1 Hour"
"Max Recipients","Max Recipients"
"Maximum %d email addresses allowed.","Maximum %d email addresses allowed."
"Maximum Qty Allowed in Shopping Cart","Maximum Qty Allowed in Shopping Cart"
"Message:","Message:"
"Minimum Qty Allowed in Shopping Cart","Minimum Qty Allowed in Shopping Cart"
"Minimum Qty for Item\'s Status to be In Stock","Minimum Qty for Item\'s Status to be In Stock"
"Missing SKU, skipping the record","Missing SKU, skipping the record"
"More Views","More Views"
"Multiple Select","Multiple Select"
"NOT LOGGED IN","NOT LOGGED IN"
"Name","Name"
"Name In %s","Name In %s"
"Name:","Name:"
"Name<br/>(For internal use)","Name<br/>(For internal use)"
"New Category","New Category"
"New Product","New Product"
"New Product Attribute","New Product Attribute"
"New Search","New Search"
"New Set Name","New Set Name"
"Next","Next"
"No","No"
"No layout updates","No layout updates"
"No options of this product are available.","No options of this product are available."
"No product collections found","No product collections found"
"None","None"
"Notify Now","Notify Now"
"Number of Uses","Number of Uses"
"Number of results<br/>(For last time placed)","Number of results<br/>(For last time placed)"
"OR","OR"
"Old Price:","Old Price:"
"Option","Option"
"Option:","Option:"
"Options","Options"
"Options Control","Options Control"
"Out of Stock","Out of Stock"
"Page Title Separator","Page Title Separator"
"Page:","Page:"
"Panasoic HDC-SD1 High Definition Camcorder","Panasoic HDC-SD1 High Definition Camcorder"
"Parent Category","Parent Category"
"Pending","Pending"
"Pending Reviews","Pending Reviews"
"Percent","Percent"
"Percentage","Percentage"
"Physical Products","Physical Products"
"Please add one or more options","Please add one or more options"
"Please enter a new group name","Please enter a new group name"
"Please select one or more attributes.","Please select one or more attributes."
"Please select product(s)","Please select product(s)"
"Please select products for attributes update","Please select products for attributes update"
"Please select static block ...","Please select static block ..."
"Please, select groups","Please, select groups"
"Position","Position"
"Prev","Prev"
"Previous","Previous"
"Price","Price"
"Price:","Price:"
"Print This Page","Print This Page"
"Problem saving the collection, aborting. Error: %s","Problem saving the collection, aborting. Error: %s"
"Product %s successfully added to compare list","Product %s successfully added to compare list"
"Product Alerts","Product Alerts"
"Product Attribute Sets","Product Attribute Sets"
"Product Attribute Specs","Product Attribute Specs"
"Product Attributes","Product Attributes"
"Product Categories","Product Categories"
"Product Description","Product Description"
"Product In Stores","Product In Stores"
"Product Information","Product Information"
"Product Name","Product Name"
"Product Reviews","Product Reviews"
"Product Tags","Product Tags"
"Product Type","Product Type"
"Product URL Suffix (cache refresh needed)","Product URL Suffix (cache refresh needed)"
"Product attribute was successfully deleted","Product attribute was successfully deleted"
"Product attribute was successfully saved","Product attribute was successfully saved"
"Product collection expected","Product collection expected"
"Product deleted","Product deleted"
"Product duplicated","Product duplicated"
"Product options","Product options"
"Product saved","Product saved"
"Product upload directory","Product upload directory"
"Product upload url","Product upload url"
"Products","Products"
"Products Information","Products Information"
"Products Reviews","Products Reviews"
"Products Sitemap","Products Sitemap"
"Products only","Products only"
"Qty","Qty"
"Qty Uses Decimals","Qty Uses Decimals"
"Quick Overview","Quick Overview"
"Rating","Rating"
"Recipient:","Recipient:"
"Records for ""","Records for """
"Redirect","Redirect"
"Redirect URL","Redirect URL"
"Regular Price:","Regular Price:"
"Related Products","Related Products"
"Remove Email","Remove Email"
"Remove Product","Remove Product"
"Remove This Item","Remove This Item"
"Required","Required"
"Reset","Reset"
"Results","Results"
"Review successfully deleted","Review successfully deleted"
"Review was saved successfully","Review was saved successfully"
"Review was successfully saved","Review was successfully saved"
"Reviews Report","Reviews Report"
"Reviews and Ratings","Reviews and Ratings"
"Root","Root"
"Root category","Root category"
"SKU","SKU"
"Sandra Mashiso Red Business shoes","Sandra Mashiso Red Business shoes"
"Save","Save"
"Save And Continue Edit","Save And Continue Edit"
"Save Attribute","Save Attribute"
"Save Attribute Set","Save Attribute Set"
"Save Category","Save Category"
"Save Search","Save Search"
"Saved ","Saved "
"Search","Search"
"Search Engine Optimizations","Search Engine Optimizations"
"Search Information","Search Information"
"Search Query","Search Query"
"Search was successfully deleted","Search was successfully deleted"
"Search was successfully saved","Search was successfully saved"
"Searchable","Searchable"
"Searchable on Front-end","Searchable on Front-end"
"See all %s","See all %s"
"Select Configurable Attributes ","Select Configurable Attributes "
"Select email template","Select email template"
"Send email","Send email"
"Sender:","Sender:"
"Set Ascending Direction","Set Ascending Direction"
"Set Descending Direction","Set Descending Direction"
"Set Name","Set Name"
"Set Root Category For Store","Set Root Category For Store"
"Set root category for this store in the <a href=""%s"">configuration</a>","Set root category for this store in the <a href=""%s"">configuration</a>"
"Settings","Settings"
"Shop by","Shop by"
"Shopping Options","Shopping Options"
"Show","Show"
"Sort by","Sort by"
"Source Model","Source Model"
"Special Price:","Special Price:"
"Static","Static"
"Static block and products","Static block and products"
"Static block only","Static block only"
"Status","Status"
"Stock Availability","Stock Availability"
"Stores","Stores"
"Super product attributes configuration","Super product attributes configuration"
"Synonym For","Synonym For"
"Synonym for","Synonym for"
"System","System"
"System Properties","System Properties"
"Tag Name","Tag Name"
"Text","Text"
"Text Area","Text Area"
"Text Field","Text Field"
"The information in this tab has been changed.","The information in this tab has been changed."
"The page you are trying to save no longer exists","The page you are trying to save no longer exists"
"There are no customers for this alert","There are no customers for this alert"
"There are no products matching the selection.","There are no products matching the selection."
"There is %d product(s) that will be not updated for selected store","There is %d product(s) that will be not updated for selected store"
"There is no ","There is no "
"There was an error while updating product(s) attributes","There was an error while updating product(s) attributes"
"This attribute no longer exists","This attribute no longer exists"
"This bundle is out of stock.","This bundle is out of stock."
"This group contains system attributes. Please move system attributes to another group and try again.","This group contains system attributes. Please move system attributes to another group and try again."
"This search no longer exists","This search no longer exists"
"This tab contains invalid data. Please solve the problem before saving.","This tab contains invalid data. Please solve the problem before saving."
"Tier Pricing","Tier Pricing"
"Total of %d record(s) were successfully deleted","Total of %d record(s) were successfully deleted"
"Total of %d record(s) were successfully updated","Total of %d record(s) were successfully updated"
"Type","Type"
"Unable to complete request. Please try again later.","Unable to complete request. Please try again later."
"Unable to find a page to delete","Unable to find a page to delete"
"Unable to find an attribute to delete","Unable to find an attribute to delete"
"Unable to get product id.","Unable to get product id."
"Unassigned Attributes","Unassigned Attributes"
"Unique Value (not shared with other products)","Unique Value (not shared with other products)"
"Unknown attribute: %s","Unknown attribute: %s"
"Up-sells","Up-sells"
"Update attributes","Update attributes"
"Url","Url"
"Url Rewrite Management","Url Rewrite Management"
"Use Config Settings","Use Config Settings"
"Use In Layered Navigation","Use In Layered Navigation"
"Use In Layered Navigation<br/>(Can be used only with catalog input type 'Dropdown')","Use In Layered Navigation<br/>(Can be used only with catalog input type 'Dropdown')"
"Use categories path for product URLs","Use categories path for product URLs"
"Values Required","Values Required"
"Varchar","Varchar"
"View Details","View Details"
"View as","View as"
"Virtual Products","Virtual Products"
"Visibility","Visibility"
"Visible","Visible"
"Visible on Catalog Pages on Front-end","Visible on Catalog Pages on Front-end"
"XML","XML"
"Yes","Yes"
"Yes/No","Yes/No"
"You can't do this.\\nPlease, select some groups first","You can't do this.\\nPlease, select some groups first"
"You can't do this.\\nSome of selected groups are already in use.","You can't do this.\\nSome of selected groups are already in use."
"You cannot delete this attribute","You cannot delete this attribute"
"You cannot edit this attribute","You cannot edit this attribute"
"You cannot email this product to a friend","You cannot email this product to a friend"
"You cannot remove system attribute from this set.","You cannot remove system attribute from this set."
"You cannot send more than %d times in an hour","You cannot send more than %d times in an hour"
"You cannot update this attribute","You cannot update this attribute"
"You have no items to compare.","You have no items to compare."
"You may also be interested in the following product(s)","You may also be interested in the following product(s)"
"Zoom In","Zoom In"
"Zoom Out","Zoom Out"
"Zynicon Cinema Display 19-inch LCD monitor","Zynicon Cinema Display 19-inch LCD monitor"
"Zynicon Clear Blue 24-inch LCD monitor","Zynicon Clear Blue 24-inch LCD monitor"
"and","and"
"ex. http://domain.com","ex. http://domain.com"
"per page","per page"
"save %s%%","save %s%%"
